date,language,text
2015-06-10,nob,Det kunne jeg likt å få svar på.
2008-04-03,nno,"Såkalla konkurransebygg kan fritt leigast i marknaden på kortvarige kontraktar på frå fem til ti år, og retningslinjene vil m.a."
2010-01-13,nno,I samband med Regjeringa si innskjerping av reglane om allmenngjering av tariffavtalar og krav til minstelønn dei
2014-12-15,nob,Det er ikke for sent å snu denne gangen heller.
2002-04-23,nno,Då har eg eit enkelt spørsmål til finansminister Per-Kristian Foss.
2002-04-18,nno,"Då kan vi sjå heile saksfeltet i samanheng, og Kristeleg Folkeparti utset dermed debatten til regjeringsarbeidet ligg føre."
2001-02-07,nno,"Eg ber landbruksministeren prøva å forklara korleis dei på den eine sida ynskjer å stå fram som varme forsvararar av trygg mat og trygg helse, mens dei på den andre sida altså anbefaler direktiv som dei veit kan svekka folkehelsa, og som òg faktisk Regjeringa sjølv seier i sine vurderingar vil vera ei svekking for enkelte menneskes helse."
2016-01-20,nno,"Men den skjer i ny teknologi, den skjer fordi ein ønskjer å utnytte areala sine betre enn tidlegare, og det gjev også strukturrasjonalisering."
2014-05-21,nno,Er dette eit syn som kommunalministeren deler?
2015-03-24,nob,Videre vil presidenten foreslå at det gis anledning til inntil tre replikker med svar etter innlegg fra partienes hovedtaler og tre replikker med svar etter medlem fra regjeringen innenfor den fordelte taletid.
2015-10-05,nob,"Det gjelder tollvernet, som representanten Hansson så vidt var inne på, og det gjelder også jordvernet, at matjorda ikke blir bygd ned og brukt til andre formål enn til å produsere mat."
2010-11-25,nno,Er det sånn at Høgre ikkje synest at eit tett samarbeid mellom store og små bedrifter og universitet og høgskolar er viktig å satse på i næringspolitisk samanheng?
2008-12-08,nno,Det er ingen tvil om at det er både den beste og den billigaste måten å styrkje innsatsen på samferdsle på.
2002-04-11,nno,"Me var klar til å stø Regjeringa også i denne saka, fordi me høyrde på kva miljøvernministeren sa på Nordisk konferanse om friluftslivspolitikk 28. januar."
2004-11-25,nob,"Jeg tror, hvis jeg husker riktig, at samtlige institusjoner innenfor universitets- og høyskolesektoren går i pluss i dette budsjettet."
2014-05-07,nno,Så spør Stortinget klimaministeren gong på gong:
2015-05-28,nno,"Kvifor meiner regjeringa at små og mellomstore bedrifter i Noreg skal ha dårlegare konkurransevilkår når det gjeld tilgang til kapital, enn dei i våre naboland?"
1999-05-06,nob,Saken dreier seg altså om innføring av bindende forhåndstilsagn i skattesaker.
2005-11-23,nob,"Jeg håper at Fremskrittspartiet kan bidra med sin støtte når Regjeringa nå bl.a. foreslår å etablere 45 nye soningsplasser, og når man også foreslår byggestart for fengselet i Halden til neste år, noe som vil bidra til at vi nettopp tar grep i forhold til antall soningsplasser."
2002-06-19,nob,Det syns jeg er helt galt.
2004-06-15,nno,"Får vi sjå resultat av dette i haust, eller skal ein vente heilt fram til 2006 før ein får sjå den satsinga?"
2002-06-20,nno,"Meiningane var delte, men det hjelper lite pasientane om vi som var kritiske til denne reforma, i dag ser for mykje attende for å finne stadfesting for at vår motstand mot reforma var rett."
2003-03-05,nob,Problemet i Norge i dag er at vi produserer for lite kraft i forhold til forbruket.
2015-11-24,nob,Men en illusjon om papirbestemmelse først og så ressurser – det mener jeg er gal rekkefølge.
2000-11-15,nno,"Og for kommunepolitikarar som ynskjer å ha litt føreseielege rammer òg inn i framtida for bruk av sine eigne areal, er det ganske vanskeleg å planlegga bruk av areala når dei blir bandlagde på denne måten."
2014-04-23,nob,Men det er to viktige ting som vi skal ivareta som ligger i dagens privatskolelov.
2002-11-13,nob,Det er ikke noe generelt mistenkelig at noen saker blir omgjort.
2006-05-24,nob,Hva vil statsråden gjøre for å sikre at dette viktige arbeidet følges opp ved den enkelte skole?»
2011-12-09,nno,Vi skal sikra at kompetansearbeidsplassar og nye statlege arbeidsplassar blir spreidde utover heile landet.
2014-12-15,nob,"Det å statliggjøre kemnerfunksjonen, det å bygge opp noen kompetansemiljøer regionalt rundt omkring i landet for å få dette til, gjør at vi kan spare en del penger, og ikke minst kan det frigjøre en del arbeidskraft som i dag brukes fra de ulike kommunene."
2015-04-14,nno,"Føretaka seier sjølve at dei då ikkje kan sjå om ein privat leverandør tar imot ein pasient, om frist frå stat og helsehjelp vert overhalden, eller om det i det vidare forløpet vert avdekt forhold som viser at pasienten har behov for noko som går utover det som den private leverandøren er kompetent til å gi."
1999-04-27,nob,Høyre fikk gjennomslag for å nulle ut de skatte- og avgiftsøkningene som Regjeringen hadde foreslått.
2011-02-22,nno,For å prøve å halde dette problemet i sjakk blir det brukt store mengder medisin.
2009-12-14,nob,"Etter hvert har vi fått mange gode ordninger for dem som er ansatt i det offentlige – det gjelder sosiale ordninger som sykelønn, det gjelder dekning av lønn ved barns sykdom, det gjelder pensjonssystemet og det gjelder innenfor skattesystemet."
2009-12-08,nob,"Jeg vet ikke hva Venstre mener – de har ikke fått sagt hva de mener i denne innstillingen, så det får Venstre svare for sjøl."
2011-04-12,nob,"Det er imidlertid ikke ønskelig å ta en redningshelikopterbase av beredskap, da dette kan få store konsekvenser for redningsberedskapen dersom det ikke settes inn en erstatning."
2010-12-15,nno,"Det er eit lyft for fornybar energi som er heilt utan sidestykke, og som rett og slett er blitt realisert gjennom ein god eigardialog mellom Statkraft og staten."
2006-03-01,nno,"No har vi masa på olje- og energiministeren både med spørjetimespørsmål, med interpellasjonar og på andre måtar."
2004-06-09,nob,"Det ble også understreket i brevet at mer forutsigbare rammevilkår forutsetter at finansiering, forvaltning og en eventuell lovfesting av tilbudet må vurderes»."
2012-06-13,nno,"Ein analyserer eit behov, og så får ein finansiering frå staten ut frå det behovet ein har i den enkelte kommunen."
1999-11-25,nob,"Nå er det jo slik at den tradisjonelle salderingen avviklet Stortinget for to-tre år siden, så vi har ikke en slik runde før jul som vi en gang hadde, og det er selvfølgelig også representanten Alvheim klar over."
2006-11-30,nob,For 14 dager siden møtte jeg ordførerne i Nord-Troms – de fleste rød-grønne.
2014-10-22,nob,Han opplever et kommunalt system som er mer opptatt av spissfindigheter enn å finne gode helhetlige løsninger som hjelper ham i hans hverdag.
2010-04-20,nno,Me veit òg at Nord-Noreg heller ikkje får sin del når det gjeld jernbaneløyvingar.
2011-02-22,nob,Det tror jeg at jeg kan si.
2010-03-04,nob,Saksordføreren redegjorde på en god måte.
2012-10-04,nob,Det føyer seg inn i rekken av varsku vi har fått.
2012-05-31,nno,Barnehagane fekk altså finansiering frå staten ut frå kor mange barn som gjekk i den enkelte barnehagen.
2011-12-01,nob,"Man slutter seg på denne bakgrunn til de vurderingene som statsråden har gitt til komiteen, at det ikke synes å være grunnlag for å overføre disse sakene til de ordinære domstolene."
2014-12-15,nob,Det fører til at en person med en inntekt på 2 mill. kr med vårt opplegg får 6 pst. mer i skatt.
2000-10-18,nob,"Selv om flertallet av kommuner og skoler opplyser at egenbetaling ikke forekommer, var det et lite antall som oppgav at elevene måtte betale for bl.a. ordbøker og kalkulatorer."
2003-02-27,nno,"Så synest eg faktisk at i den prosessen som har vore i forkant av dette, skal SV ha ros."
2016-03-02,nob,"Helt generelt, hvis representanten Henriksen tenker på mer radikaliserte holdninger, det vi kaller ekstremisme, har jo regjeringen en egen handlingsplan mot radikalisering og voldelig ekstremisme, der det er en rekke tiltak – 30 i tallet, egentlig er det flere nå, for vi har supplert med flere tiltak etter å ha gjennomført deler av planen – som skal bidra til å trekke personer ut av miljøer som kan gjøre dem radikalisert og utgjøre en trussel for Norge på lengre sikt."
2000-01-19,nno,"Somme har prøvd i andre land, men nå ønskjer eg at helseministeren skal svara på kva tidshorisont han ser for seg i denne saka."
2000-01-12,nob,"Han var også enig med meg i at selv om det ikke var et stort problem sammenlignet med andre land, så har vi et problem, og det er kanskje en mer utstrakt kultur enkelte steder enn andre å bruke reseptblokka."
2002-02-20,nob,Da mener jeg at det er behov for at vi setter fart på oss som politikere.
2005-01-12,nno,Eg vil og nemna at det ikkje ser ut til å vera fleire sau som er tekne av rovvilt i beitesesongen 2004 enn året før.
1999-06-02,nno,"Eg har ikkje noko særleg å tilføye til det eg sa i mitt første svar, utover at eg har tillit til at ei brei vurdering er føreteken."
2012-06-14,nob,I hvert fall finner jeg det som saksordfører ikke riktig.
2014-06-04,nob,"Det gjør jeg; jeg følger det tett, og jeg har også tett dialog med berørte næringer og bransjer."
2012-05-10,nob,"Da hjelper det ikke at elevene i forkant har fått tilbud om å gå ut av klasserommet, for hvis du går ut av klasserommet, har du allerede gitt signal."
2010-10-21,nno,"Ein viktig grunn til at dette kan skje, er at miljø- og arealforvaltninga i dag er svært sentralisert."
2015-05-26,nob,Eidsvik trakk seg fra sin stilling og hadde derfor ikke mulighet til å legge fram sin innstilling.
2010-02-10,nno,Det blir difor fortløpande vurdert om dei lokale vedtaka er tilstrekkelege for å oppnå fullfinansiering.
2006-11-23,nob,"Er det noen områder når det gjelder det vi diskuterer i dag, som statsråden særlig vil fokusere på når det gjelder f.eks. heving av straffenivået på den spesielle delen?"
2011-11-09,nno,"Det gjeld både næringslivet og annan trafikk gjennom tunnelen så vel som dei belastingane som er på begge sider av Oslofjorden og ikkje minst i Oslo, når trafikksystemet i dag på grunn av denne ulukka har vorte som det har vorte."
2014-04-02,nob,"Kvalifiseringsprogrammet har gode resultater og har bidratt til å oppnå bedre levekår for mange, også for barnefamilier."
2011-11-10,nob,Jeg tror vi i det store og hele er enige om hvor vi skal hen.
2010-02-02,nob,"Sannsynligheten for at det vil være mer økonomisk spiselig å elektrifisere deler av norsk sokkel vil også øke dersom flere bidrar til å finansiere infrastrukturen, for det er ingen tvil om at denne infrastrukturen vil ha en høy pris."
1999-10-27,nno,"Det som vil vere mitt mål, er at ein ikkje skal få den typen utslag som ein har sett i denne saka."
2004-06-08,nob,Statsråden har jo absolutt bidratt til at det er dette synet som er rådende og gjeldende oppfatning blant folk flest.
2008-01-30,nno,Derfor har vi mange gode tilbod til unge talent innanfor toppidrett rundt omkring i landet.
2009-11-04,nob,En av dem som har vunnet en sak som varsler – den eneste som har vunnet siden den nye loven trådte i kraft – sitter her.
2013-01-23,nno,Den interne organiseringa i regjeringa er eit tema for regjeringa.
2010-11-25,nob,Det tror jeg at også mange i den rød-grønne leiren lurer på hvordan man kan forsvare.
2000-11-22,nob,"Dette vil bli drøftet både med komiteene og universitetene, og jeg tar sikte på å legge fram et forslag i statsbudsjettet"
2008-06-19,nno,"No nemnde presidenten at det er det minste partiet som kjem sist til, og slik er det kanskje også innanfor fagmiljøa."
2012-05-29,nob,Verden har en desperat mangel på helsearbeidere.
2010-03-02,nno,"Når innsatsstyrt finansiering blir brukt som eit inntektssystem heilt ned på avdelingsnivå, opplever den enkelte avdelinga at dei får same økonomiske kompensasjon same kor lenge opphaldet varar."
2011-06-15,nob,Så har vi også en utfordring når det gjelder å få på plass vanlig kvalitet i barnehagen.
2009-06-03,nob,"Dette vil jeg gjøre, og jeg gleder meg til å legge fram en stortingsmelding om samhandling om kort tid."
2008-05-06,nob,Det tror jeg de fleste vil erkjenne.
2011-05-25,nob,"Når det gjelder effekten for forbrukerne, er den, som sagt, moderat, og det virker nærmest som om det liberale Fremskrittspartiet er opptatt av å styre prisene."
2004-12-02,nob,Det er ikke så ofte man får det når en stepper inn i en debatt der en ikke har deltatt i komiteen og i utarbeidelsen av innstillingen.
1999-12-01,nno,Eg set også pris på at statsministeren går vidare her og seier at bidraget kan vere i form av økonomisk støtte eller på andre måtar.
2009-06-15,nob,Jeg har bare lyst til å si helt avslutningsvis at det er tydelig at dette er en utrolig vanskelig og vrien sak for regjeringspartiene.
2011-11-24,nob,Klimameldingen er nok en gang utsatt.
2000-03-07,nno,Dette vil vere eit gode for regionane.
2003-10-06,nob,Den differensierte arbeidsgiveravgiften har vært en av pilarene i norsk distriktspolitikk.
2013-06-18,nno,"Når vi har fått gjennomslag for ei KVU i første del av planperioden, kan vi ved neste revidering av transportplanen få endeleg gjennomslag for og endeleg plan for gjennomføring av den såkalla «genistreken» som samankoplar dei to jernbanestrekningane."
2010-05-10,nob,"Hvis Fremskrittspartiet ikke skjønner at det vil bety at en haug med mennesker vil få et dårligere tilbud, har ikke Fremskrittspartiet skjønt hvordan verden fungerer."
2004-01-29,nno,"Men eg forstår Inge Lønning slik at også han er einig i at eit sterkare samarbeid i Europa om forsvars- og tryggingspolitikk nettopp er eit grunnlag for eit framleis sterkt NATO og for eit framleis trygt Norge, og at det ikkje er ein motsetnad i dette, slik mange forsøkjer å framstille det."
2008-01-30,nno,"Ei eventuell endring for den nemnde gruppa vil òg måtte sjåast på som ei særordning som kan verke urimeleg i forhold til andre grupper av elevar og studentar som av ein eller annan grunn tek deltidsutdanning, t.d."
1999-04-14,nno,"Trafikken på vegane aukar og trafikkbiletet vert meir komplisert, og dette set større krav til sjåførane på skjerpa sansar og auka merksemd."
2002-06-18,nno,"Her må ein analysera og gå inn i dei ulike prosessane og dei ulike konfliktane som er mellom Noreg, som sel gass, og EU, som kjøper."
2002-01-31,nno,"Nei, det var av ein uforståeleg grunn utmark."
2003-11-05,nob,Helseministeren har uttalt i den muntlige spørretimen i dag at man skal ha «et forsvarlig akuttilbud» ved alle sykehus.
2008-06-20,nob,"Jeg mener vi må se dette an ennå en tid, for kanskje kan norske penger likevel inspirere Norilsk-Nikel-konsernet til å ta det ansvar de har for å rette opp i ufattelige miljøsynder og helseskader på befolkningen."
2013-02-20,nno,Ei avklaring var like rundt hjørnet.
2004-10-04,nob,Mitt spørsmål til Venstres parlamentariske leder er:
2004-02-10,nno,"Det hadde vi for så vidt ikkje, men vi syntest Regjeringa sjølv hadde medverka til å skapa forventningar, som på ingen måte er innfridde."
2004-10-04,nno,Moglegheitene er aldri meir enn eit døgn borte.
2015-11-18,nob,"Det er – i tilfellet Ungarn, f.eks. – ingenting ulovlig ved å sette opp et gjerde."
1999-12-03,nob,"Har det aldri slått Jan Simonsen og Fremskrittspartiet at det går an å prøve å hindre kriminalitet i stedet for å komme løpende etter den, at det går an å forebygge?"
2006-04-26,nob,Gjennom dette programmet inngås det kommisjonæravtaler der det ikke legges vekt på forretningsmessige hensyn.
2005-11-23,nob,Jeg ber statsråden tenke litt på det.
2010-12-14,nob,"Mener Venstre at det er bedre at Norsk Tipping eller staten skal avgjøre dette enn at enkeltmennesket selv kan bestemme hvilket lag, hvilken organisasjon, de ønsker å støtte gjennom grasrotandelen?"
2014-04-10,nob,"Det betyr at det offentlige skal sørge for å ha gode, tverrfaglige helsetjenester til pasientene i egen regi, og at man så inngår avtaler med private, men spesielt ideelle tilbydere, som et viktig supplement."
1998-12-15,nno,Eg vil be statsrådane i Finansdepartementet og Næringsdepartementet om å vurdera på kva måte eit slikt system kan haldast oppe.
1999-03-24,nob,"Jeg synes det er noe merkelig av en regjering som sier at den vil satse på ren og fornybar energi, stadig å stikke nye kjepper i hjulene for dette gode vannkraftprosjektet."
2006-12-11,nob,Ordet «oppgjør» og liknende ord er skapt av media.
2014-12-11,nno,Vi varslar forslag om å utvide skuledagen.
1999-11-30,nob,"Videre vil presidenten foreslå at det ikke blir gitt anledning til replikker etter de enkelte innlegg, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter."
2012-11-28,nno,"Det vil forseinka tilskotsordninga, fordi samfunna ikkje kan motta tilskot før alle listene er kontrollerte mot kvarandre."
2006-05-22,nno,Fleire har ikkje bedt om ordet til sak
2000-12-11,nno,Det er noko spesielt med dette.
2015-02-11,nno,Betyr det at ein ikkje vil avvikla sengeplassar før ein er sikker på at ein får ein forsvarleg beleggsprosent?
2010-06-08,nob,"Jeg nevnte gjenbosetting i mitt innlegg, som er viktig for Norge, og hvor jeg tror vi faktisk har noe å bidra med inn, men som ikke akkurat kan ses på som et innstramningstiltak."
2005-02-02,nob,Skattemeldingen fra Regjeringen har konkretisert seg til vel 10 milliarder kr i forhold til å oppfylle det skattereformen krever.
2015-06-18,nob,"Det jeg ikke har forstått, er hvorfor man har valgt å prioritere dette bort en periode – nå skal det tas inn igjen i porteføljen."
2003-02-25,nno,"Med utgangspunkt i dei utsegnene som bl.a. Arbeidarpartiet kom med då dei var i opposisjon, er det grunnlag for å stilla spørsmål om ikkje"
2010-01-13,nob,"Det er bra for norsk økonomi at utenlandske aktører får levere varer i Norge uten kostbar omlasting, men noe må gjøres med sikkerheten."
2005-01-12,nno,"Regjeringa er godt kjend med MAREANO-programmet, og det har vore grundig vurdert av dei relevante departementa."
2012-05-02,nno,"Det er òg behov for å samordna synspunkt, for det vil eg gje Sortevik rett i, at så lenge ein berre møter med ulike synspunkt, er det krevjande å koma vidare."
2007-06-08,nob,Mener representanten at dette har skjedd i denne saken fullt ut?
2014-06-03,nob,"Jeg minner om at denne veistrekningen hadde i utgangspunktet en bompengeandel på 36 pst., langt høyere en de to andre veistrekningene."
2015-05-19,nob,Like naturlig kan det gjøres hos et familievernkontor som i barnehagen.
2001-05-15,nno,Det var òg mange andre tiltak i barnehagemeldinga i tillegg til det punktet som eg peikte på her.
2010-11-18,nno,"No veit eg ikkje når 70-årsgrensa kom, dessverre, men eg antek at levealderen har auka sidan den tid."
1999-03-26,nno,Kva er det som nå gjer at han har endra standpunkt?
2004-10-28,nob,"Så kan jeg gjerne være med på å diskutere hvor lang tid en slik utvikling skal ta, på hvilken måte og innenfor hvilke rammer, slik at man ikke rammes på en utilsiktet måte."
2000-05-11,nno,"Den utgreiinga har heilt sikkert denne regjeringa fått, og dessutan var den referert til i Dagsavisen, som eg ikkje har med meg her, for nokre dagar sidan."
2012-06-12,nob,"Fremskrittspartiet er, som vi sier i innstillingen, og som vi har sagt hele tiden, ikke imot å få på plass en fastlandsforbindelse, men vi mener at man må finne et bedre alternativ."
2002-12-10,nno,Alle målsetjingane kan ikkje bli oppnådde – så ærleg skal ein vera at ein seier det.
2014-06-12,nob,"Forslaget om et klimabudsjett er meget konstruktivt, helt nødvendig, og som representantene fra både Kristelig Folkeparti og Senterpartiet har påpekt, helt nødvendige elementer i og et veldig konstruktivt grunnlag for det som må bli en norsk klimalov."
2008-10-23,nno,Det andre er at det er ingen tvil om at det er ein stor fordel at mange norske elevar lærer seg eit 2. framandspråk på ungdomstrinnet.
2000-12-12,nob,"Så dette er spørsmål om prioritering, hva vi skal satse på, og utdanning er det aller viktigste."
2002-04-23,nno,Difor ber me Regjeringa vurdera innføring av maksimalsatsar for bompengeprosjekt og også å vurdera gjeldssanering.
2013-06-10,nob,Men de står også utenfor langtidsplanen.
2014-05-20,nob,De er da definert til ikke å ha et skadepotensial.
2003-02-12,nno,Han har tapt den interne kampen mot finansministeren og administrasjonsministeren.
2015-06-10,nob,Det har ikke minst en tidligere statsråd fra Arbeiderpartiet lært ved et ekstraordinært møte her i august for et par–tre år siden.
2006-12-15,nno,Det er sjølvsagt vi i Venstre òg einige
1999-01-27,nno,"Fleirtalet, som var for dette, sa dei ville fylgja med, og i Dagsavisen i dag krev leiaren i Fellesforbundet, Kjell Bjørndalen, at støttesatsane må hevast omgåande."
2012-03-20,nno,"Grunnen til at eg tok ordet, var denne tendensen til å skubbe verdas sveltande framfor seg i eit ideologisk mål om frihandel med mat, der det er balanse mellom produksjon og etterspørsel, og der etterspørselen ikkje kjem frå verdas befolkning samla, men frå den delen av verdas befolkning som har råd, som har pengar til å kjøpe denne maten."
2000-05-31,nno,"Men i samband med spørsmålet til Hagen kunne eg ha lyst til å peike på at dette har vore eit generelt problem gjennom heile 1990-talet, at ein underbudsjetterer om hausten og så kjem tilbake i revidert og tek frå midlar som er øyremerkte Forsvarets investeringar."
2002-01-09,nob,Slike meldinger inn til departementet er jo svært gledelige.
2014-04-02,nno,I oppfølginga av dette lurar eg på kven
2001-04-05,nob,Jeg kan medgi at jeg kjenner dette fagproblemet rimelig bra.
1999-06-02,nob,"Ifølge de tallene jeg sitter med fra 1985-1999, har 70 pst. av investeringene gått til fartøy i Sør-Norge, og i år – siden det skal legges vekt på det nå – er bare tre av de minst 23 fartøyene på over 34 meter som bygges, fra Nord-Norge."
2009-11-17,nob,Innenfor rammeverket har Innovasjon Norge stor fleksibilitet.
2012-11-30,nno,"Det er store moglegheiter her i framtida, og det er spennande yrke."
2011-05-03,nno,"Så det som vi er einige om, og som eg trur det er brei einigheit om – det ser det ut til – er at det er viktig å avvikle eksportsubsidiar."
2015-06-02,nob,Det er ikke sånn at dette er ferdigbehandlet.
2012-02-09,nob,"Hvis vi blir bedre på logistikk, og hvis vi ser mer på det som kan være mulig å hente der, kan man få mer om bord i de båtene som faktisk går."
2002-06-19,nob,"Når det gjelder boplikten og eventuelle krokodilletårer fra SV fordi vi faktisk ønsker at kommunene skal få støtte til å ivareta denne ordningen på en god måte og få juridisk støtte som gjør det mulig for kommunene å bruke boplikten som instrument, så registrerer jeg at representanten Dahl går hardt ut mot denne reguleringsordningen."
2003-02-27,nob,"Når det gjelder stabilitet, er jeg veldig enig med representanten Akselsen, som for en stund siden uttrykte at et flertall bestående av Arbeiderpartiet, Fremskrittspartiet og Sosialistisk Venstreparti kanskje ikke er det mest robuste i denne saken."
2008-02-28,nob,"Han fortalte hvordan han som enkeltperson klarte å komme inn i et problem som bare vokste og vokste og ble helt uhåndterlig fordi han vegret seg for å åpne vinduskonvolutter, ikke torde å ringe til ligningskontoret, ikke ble oppsøkt av ligningskontoret når de så at han hadde problemer, osv."
2000-06-15,nob,Regjeringen foreslår store omlegginger av inntektssystemet fra 2002 til 2007 for å sikre en mer rettferdig fordeling og utjevning mellom landets kommuner.
2012-10-24,nno,Eg hadde òg håpa på at finansministeren og statsministeren ville gjere det same.
1999-11-16,nno,"Som eg nemnde i mitt hovudinnlegg, har ein likevel"
2010-03-22,nno,"Det same har eg registrert no nyleg, på Finnøy i Rogaland med Finnfast."
2004-05-11,nno,"Kan statsråden orientere litt om det, og korleis har statsråden tenkt seg at dette skal finansierast?"
2015-02-18,nob,"Mens imamene i Danmark pisket opp stemningen og reiste ned til Midtøsten, så hadde våre imamer og våre biskoper en helt annen tilnærming."
2009-11-04,nno,Statens vegvesen sikte på ytterlegare målretting av utekontrollen med tunge kjøretøy f.eks. ved at kontroll av dekk- og kjettingutrusting skal prioriterast ved snøfall og forventa snøfall.
2015-06-15,nob,"Jeg synes det er positivt at disse kontraktene, OPS-avtalene som inngås, bærer mer preg av å være utviklingskontrakter som kan bidra til innovasjon opp mot næringslivet, sånn som næringslivet har bedt om, og at det er veldig tydelig avgrenset at disse pengene som kommer inn på denne måten – altså de som ligger her, både i OPS-avtaler og i andre former for avtaler – føres opp mot handlingsregelen på lik linje med andre ting."
2002-04-30,nno,Ein må no vera både blind og døv dersom ein ikkje forstår at det er avgjerande viktig å sletta gjelda og gi fylkeskommunane moglegheit til å løysa oppgåvene sine utan å måtta betala på gammal gjeld.
2008-12-15,nob,"Vi tror den innretninga som er nå på de regionale filmfondene, bidrar til det."
2014-10-06,nno,"Barns beste skal telje meir, og eg deler representantens iver etter at det her må skje ting."
2013-03-18,nno,Du bruker ikkje den eigarskapen du har sjølv.
2006-06-16,nno,Vi veit at kvar einaste kilometer ny asfalt har betydning for busetjing og næringsliv.
2005-02-17,nob,I Norge etablerte vi et fredsdiplomati og hadde en forestilling om å bli en humanitær stormakt.
2003-12-15,nno,"Dersom vi seier det i tal, er det ein vekst frå 2002 til 2003 på 1 150 "
2009-12-07,nno,Kva er det i Høgre og Framstegspartiet – men fyrst og fremst Høgre – sin miljøpolitikk som gjer at representanten Tenden er overbevist om at samarbeid med høgresida er rette vegen å gå for Venstre i miljøpolitikken?
2010-12-13,nno,"Ein kunne ha sett i gang gasskraftverk som ville erstatte importen av kolkraft og med andre ord ha teke fatt i problema allereie no i dag, framfor å seie at nei, det blir ikkje sett i gang gasskraftverk dersom det ikkje er med reinsing."
2012-03-26,nno,Eg viser også til at regjeringa i forslaget foreslår at det skal kunne oppnemnast éin eller fleire koordinerande bistandsadvokatar i straffesaker med mange aktørar.
2014-05-28,nob,Jeg vil minne om at den dialogen ikke eksisterer.
2014-04-03,nob,"Det er saken som er viktig, og vi må lykkes."
2014-06-12,nno,"Viss leksehjelp er ei synd som er sleppt ut, som ein berre må halde seg til, lurer eg på kva i all verda frukt og grønt er."
2016-02-16,nno,"Eg registrerer også at Senterpartiet tidlegare i dag har teke til orde for at dei grepa dei gjorde då dei f.eks. auka satsane i priskontrollen, var fullstendig ansvarlege og på ingen måte dramatiske, mens når no Stortinget i dag bestemmer seg for noko anna, vert det påstått å ha dramatiske konsekvensar."
2002-06-05,nno,Auka handel med landa i sør er ein viktig nøkkel for å kjempe mot fattigdom.
2005-04-27,nob,"Forsvarssjefen sier videre at sikkerhetssystemet og varslingssystemet på Flekkerøya fungerte slik det skulle, politiet ble varslet og rykket ut, alarminnretningene fungerte etter forutsetningene, og politiet ble varslet umiddelbart."
2009-12-10,nno,"Budsjettforslaget for 2010 er på 27,1 milliardar kr."
2012-12-05,nob,Det ser vi bl.a. i barnevernet.
2005-02-17,nob,Teamene er etablert så å si overalt.
2003-03-19,nob,"En fjerning av avgiftsfritaket kan altså true til sammen 30 000 arbeidsplasser, og mitt ganske enkle spørsmål er:"
2002-01-31,nob,Det er å sette brukeren i sentrum og skreddersy en tjeneste som passer for den enkelte.
2004-05-13,nno,Storsamfunnet må òg ta ansvaret for å sikra næringsinteressene i desse områda.
2005-11-09,nob,"Det som den nye friskoleloven åpner for, er foreldrenes rett til å opprettholde små grendeskoler i små lokalmiljø som ellers ikke ville ha blitt opprettholdt, det å starte opp igjen små grendeskoler i områder der det egentlig ikke er grunnlag for å starte skole."
2015-04-07,nob,"Det betyr at vi må sørge for at kostnadene reflekteres riktig, at den kostnaden som godstransport på vei har, reflekteres skikkelig, at vi også sørger for at de transportmåtene som ønskes, skal tas mer i bruk – sånn som jernbane og skipsfart – og stimuleres på ulike måter."
2006-03-29,nob,"For det er et faktum at Oslo har vært styrt bl.a. av Fremskrittspartiet siden 1997, og det er også Fremskrittspartiet som har byråden på dette aktuelle området."
2013-06-18,nob,Den vil komme med en mer forpliktende finansiering – men ikke ennå.
1999-05-19,nob,"Jeg vil for ordens skyld bare minne ministeren om at et flertall i komiteen, bestående av Arbeiderpartiet, Senterpartiet og Høyre, i Innst."
2002-06-20,nno,Kvar vert det av kommunalt sjølvstyre og lokale prioriteringar då?
2000-06-15,nno,"Det vi i Framstegspartiet ønskjer, er at kvar enkelt person som bur i dette landet, uavhengig av tjukkleiken på lommeboka, skal få det same tilbodet, utan omsyn til kor i landet dei bur, utan omsyn til kommunal økonomi og utan omsyn til kommunal prioritering når det gjeld basistenestene innafor helse, omsorg og utdanning."
2012-11-27,nob,Vil de også i sitt alternative budsjett for 2013 fortsette å kutte i disse viktige tiltakene?
2009-04-22,nob,Siri A. Meling innvelges i Lagtinget for den tid hun møter for representanten Finn Martin Vallersnes.
2005-05-31,nno,"Overskott vil bli ete opp, og Noreg vil forandra seg frå å vera ei bra lokalisering til ein dårleg plass for denne typen industri."
2011-03-16,nno,"Eg svarar i dag på vegner av ein ny olje- og energiminister, og mitt råd vil nok for det fyrste vera å lesa dei dokumenta som vart lagde fram av regjeringa på fredag, som gjer greie for kva kunnskap som no skal innhentast av ulike departement, og så eventuelt ta dette vidare opp med den ansvarlege statsråden."
2010-06-15,nno,Her er liten moglegheit til å driva stort.
1999-10-27,nob,"Hvis det nå er et slikt misforhold som statsråden var enig med meg om i forrige spørsmålsrunde, ser han da noen som helst slags mulighet til å inngå et forlik på et slikt grunnlag?"
2014-03-19,nob,"De gjør en god jobb, og de har fått økte bevilgninger de siste årene – fra 80 000 kr i 2010 til 300 000 kr. Slik som jeg har forstått det, var det en inkurie som førte til at de ikke ble lagt inn i den budsjettposten som fremdeles har øremerking."
2015-04-15,nob,"Så vidt jeg forstår, mener Høyre og Fremskrittspartiet det er bra at man f.eks. bruker anbud, konkurranseutsetting og private i omsorgen."
